,Date Created,location,Tweet
365,19/07/2021 07:11,Nigeria,"@ClassicDilla @MrOdanz Facts 💯 💯

I've seen PhD guys scrambling for 30k jobs. A salary they will exhaust on transpo… https://t.co/FZO39NTYUg"
366,19/07/2021 07:11,better world.,@theonly1acre 😂 lol.... exactly Nnamdi Azikiwe one Nigeria.
367,19/07/2021 07:11,Worldwide,Nigeria Records 203 New COVID-19 Cases https://t.co/fv93OyhpH0
368,19/07/2021 07:11,,"Police foil bandits attack, rescue victim, 36 cows in Katsina https://t.co/ev52XXHrfa via @todayng"
369,19/07/2021 07:11,,Nigerian governors: Poor access to social services worsening insecurity https://t.co/Pyrmi1A4H5
370,19/07/2021 07:11,Lagos,@MrOdanz Our religion leaders still preach hope .. pray and have faith Nigeria go better 😂😂😂😂😂😂😂
371,19/07/2021 07:10,,"@vanguardngrnews GEJ is not a fool. He is a wise man. He will never join the APC. But if he does, he loses his repu… https://t.co/jKcz9Ca2dY"
372,19/07/2021 07:10,,@capt_leonerd1 @xyno77 @Akumneri Bro all this blind guys on twitter I doubt they're nigerians oooo definitely they… https://t.co/FpnLbxPvFS
373,19/07/2021 07:10,Definitely on Earth. ,"Just posted a photo @ Lagos, Nigeria https://t.co/tNNi4oPg8T"
374,19/07/2021 07:10,,Unpatriotic Nigerians telling foreign governments about Nigeria's problems: Gov. Masari https://t.co/lsyGW4LkdL
375,19/07/2021 07:10,"Abuja, Nigeria","Just posted a photo @ Abuja, Nigeria https://t.co/bMdWAi5qGW"
376,19/07/2021 07:10,,"I have gone through few lines of information on Nigeria this morning , all I can see is a confused leadership. 
My… https://t.co/p4BSQ6AAyn"
377,19/07/2021 07:10,"Lagos, Nigeria","Just posted a photo @ Lagos, Nigeria https://t.co/YBBXnVeuoE"
378,19/07/2021 07:10,Lagos,"There Will Be No Peace In Nigeria Until Biafra Is Actualised – MASSOB - https://t.co/pjb450jgc6
Leader of the Move­… https://t.co/AjEDJsb2d9"
379,19/07/2021 07:09,"Dublin City, Ireland",IG orders tight security ahead Eid-el-Kabir celebration via @tngreports https://t.co/SKgFy2RF3e
380,19/07/2021 07:09,,"#Nigeria
IS Media (ISWAP) confirmed that its members in Nigeria targeted members of the Nigerian army near the town… https://t.co/4wG8Lg6bKi"
381,19/07/2021 07:09,,We don’t know the source of your wealth and you telling us the source of someone else’s wealth. Nothing we’ll not s… https://t.co/AwOjehZyXM
382,19/07/2021 07:09,Nigeria,Nigerian Players Transfer Round Up: Former La Liga Champions target ex Nigeria U23 striker https://t.co/D9CqfHaR2l
383,19/07/2021 07:09,Nigeria,"Ongoing Recruitment at Blume Nigeria Limited - https://t.co/W4Mw5zcqjq
#MondayMotivation
#mondaythoughts https://t.co/ei9DFHAVXI"
384,19/07/2021 07:09,"Lagos, Nigeria","COVID-19:  Lagos Leads Chart As Nigeria Records 203 New Cases, One Death https://t.co/TQ84dT2t8m via @Lagospostng"
385,19/07/2021 07:09,,"This dream I had dear lord.. I pray for peace on Nigeria, War shall not find it.. In Jesus Name Amen 🙏"
386,19/07/2021 07:09,somewhere in Antarctica,@nwabukingedu @ahmedtaofik @buchi_beluchi @stainlez1 @UthmanTochukwu The history of Christianity in Nigeria can be… https://t.co/R4bznFNSCJ
387,19/07/2021 07:09,Nigeria,"Olamide is the Jay Z is Nigeria. 

True?"
388,19/07/2021 07:09,thegraceapp@gmail.com,"Can't remember the last time I move with my laptop to anywhere. Just paranoid, even na Ankara I dey wear enter bolt… https://t.co/xMgYzByjCm"
389,19/07/2021 07:09,Nigeria,"Matawalle: I’m okay with single term , fingers ex-Sokoto gov for plot to remove him #Nigeria, #News https://t.co/qTARTcVtSG"
390,19/07/2021 07:09,In Prison ,".
In NIGERIA 🇳🇬, after paying to write the JAMB exams, probably with APTITUDE you pay the university for ACCEPTING… https://t.co/61IhzKkgLF"
391,19/07/2021 07:08,"Ikorudu, Nigeria",All of you wasting your time thinking you can destroy this nation are arranged for total failure. Your effort can o… https://t.co/kHYyJrPeWR
392,19/07/2021 07:08,,"Truss, Beam &amp; Cable-stayed bridges in Nigeria.
Any arch bridge here? https://t.co/Pdo2fMSpn5"
393,19/07/2021 07:08,"Ibadan, Nigeria","@MobilePunch My friend usually calls the church an entrepreneurship brand
And I'd argue all day long
Right now i ow… https://t.co/4RYgiWrxbk"
394,19/07/2021 07:08,Nigeria,COVID-19 Update in Nigeria https://t.co/CQwn6WEOEG https://t.co/mxpCyQsiVv
395,19/07/2021 07:08,Nigeria,"@Jarushub @theBolaji Veron with the corner, Batistuta with the header and Sodje's attempted clearance went to the r… https://t.co/C4LLvKDYRS"
396,19/07/2021 07:08,,"#Nigeria
IS media (ISWAP) confirmed that its members in Nigeria attacked a position of militia loyal to the Nigeria… https://t.co/XaH0yc6hy7"
397,19/07/2021 07:08,,@MobilePunch Was planned in Nigeria
398,19/07/2021 07:08,US,"Nigeria's national appeal to people involves low and damaged quality of life, and many are  unbothered by that."
399,19/07/2021 07:08,,"It’s truly unnatural to be so obsessed with one country! In Nigeria 100’s of school kids are kidnapped,do you tweet… https://t.co/oAtLvsM1Xg"
400,19/07/2021 07:08,UK ,"When Nigeria was called ZOO some people are upset, why on earth this trailers don't bolt down the containers or hol… https://t.co/s93fQMX7nd"
401,19/07/2021 07:08,,"Nigeria’s feminist coven in disarray as one of their flagship memb, Nkechi Bianze, makes a sudden U-turn and marrie… https://t.co/1Hur9qDcaE"
402,19/07/2021 07:08,Somewhere.,@rugerofficial Bounce is number 3 in top 10 songs in Nigeria👏
403,19/07/2021 07:08,,boxingvideoscom: Anthony Joshua At Wembley Or Nigeria! Joe Joyce Shares Crazy AJ Nando’s Story &amp; Vows To Pummel Tak… https://t.co/xnecB12KiP
404,19/07/2021 07:08,"Orlu, Nigeria",I just don’t understand the UK Government’s love for the Fulani’s. how can you love Islamic terrorist that kill Chr… https://t.co/zNz9SYMNVZ
405,19/07/2021 07:08,Lagos Nigeria,Build up ⬆️ Nigeria 🇳🇬 https://t.co/EKtC8UyaVX
406,19/07/2021 07:08,"Victoria Island, Nigeria","Nigeria's attention was first drawn to the Spanish colony, Fernando Po, in 1957 after Isaac Pepple, a reporter from… https://t.co/ypefvoHyKB"
407,19/07/2021 07:07,Port Harcourt,@YeleSowore @MBuhari You brought the tyrant on board NIGERIA ship
408,19/07/2021 07:07,,I hope the #UK in Nigeria and others like #USA #EU #ISRAEL and a host of other diplomats in Nigeria are seeing thos… https://t.co/mXU5VQsDpN
409,19/07/2021 07:07,Nigeria,@trafficbutter @Beautyluv007 @Funmiscute Nigeria is dead but like I believe that some dead things can be brought ba… https://t.co/fXg7OUIOYg
410,19/07/2021 07:07,#ENDSARSNOW,"Bespoke handmade slippers

Price: 7,000
Size: all range
*available in other colours
Location: Ibadan
Available on p… https://t.co/z0JWBTL0pI"
411,19/07/2021 07:07,Nigeria,"Happy birthday to one of our finest brains in the Atiku Abubakar political family Chief @PeterObi 

Wishing you lon… https://t.co/zaPToIbEOm"
412,19/07/2021 07:07,Nigeria,Sales Supervisor in a Reputable Food and Beverage Manufacturing Company https://t.co/R5lffHT6US
413,19/07/2021 07:07,Nigeria,Nursery / Primary School Teacher at British Preparatory School https://t.co/rLAe0ER1Sp
414,19/07/2021 07:07,Global,@vanguardngrnews GEJ will use this opportunity to punish Nigerians for what they did to him in 2015. This should al… https://t.co/Rr9A3CVaX5
415,19/07/2021 07:07,Nigeria,Customer Service Officer at Sanddriana Travels &amp; Tours https://t.co/n5Y3mlZLlH
416,19/07/2021 07:07,Nigeria,Purchasing Assistant at Eat ‘N’ Go Limited https://t.co/Boj4nJ41jZ
417,19/07/2021 07:07,,"On burner accounts, you just know the penis that’s in Nigeria"
418,19/07/2021 07:07,Nigeria,"Unicaf-Mastercard scholarship offers life-changing opportunity, apply now - Daily Post Nigeria https://t.co/mJ7Jk88r16"
419,19/07/2021 07:07,Port Harcourt,"@akunnachux NIGERIA was a country, NIGERIA is now a personal estate of Buhari the god of Nigeria that's why our identity is no more valuable"
420,19/07/2021 07:07,London - UK,"Banditry: Katsina Police foil kidnap attempt, rescue victim https://t.co/Xbgb9rNTk4  #Nigeria #NigeriaNews https://t.co/H5MN58trLl"
421,19/07/2021 07:07,,@DominicRaab @UKParliament @GOVUK @HumanRightsCtte @UKUN_NewYork Mazi Nnamdi Kanu ur Citizen is undergoing Torture… https://t.co/T5C1IoDAMi
422,19/07/2021 07:07,,@bch_nigeria @MarcDeMesel @SatoshiAngels @jajaaSB @btcfork @bitcoininfo @DocumentingBCH @blancomorao @BCHArgentina… https://t.co/RnQPB73TFp
423,19/07/2021 07:07,"ECAME Chambers, West Wing 27, Entrance 2 (Second Floor), Tafawa Belewa Square.
Lagos, Nigeria","OPEC+ ministers increase Nigeria’s oil output by 30.6% to 1.829 mb/d https://t.co/SD21UpNXL1

OPEC+ ministers incre… https://t.co/Bkp8XKCHZN"
424,19/07/2021 07:07,,“It is the same Nigerian government that claims Kanu jumped bail and thus seeks to benefit from it that destroyed K… https://t.co/svLBuPCe3m
425,19/07/2021 07:07,India,@ValaAfshar @Parikramah @VisualCap Nigeria?
426,19/07/2021 07:07,,@Okoyeokechukw10 @MobilePunch You said Christenity will end in Nigeria 🇳🇬and you have more than 10 churches in every street in Nigeria 🇳🇬.
427,19/07/2021 07:06,"Abu Dhabi,United Arab Emirates","@Gistloversblog1 This is the reality of most people in Anambra , and indeed every part of Nigeria. But lets enjoy the narratives."
428,19/07/2021 07:06,,@Gistloversblog1 Good morning Nigeria please this my hustle https://t.co/b5sRfrgTh7
429,19/07/2021 07:06,"Uyo, Nigeria",@OJMATINEE We will save Nigeria. I should read this book
430,19/07/2021 07:06,World Wide,Nigeria's security crises - five different threats https://t.co/vXhCnn2ws4
431,19/07/2021 07:06,,"#Nigeria
IS media (ISWAP) published pictures showing part of what happened in their latest attack on Damasak   town… https://t.co/liMUlz6Hh8"
432,19/07/2021 07:06,,"As long as politics remains a general route to politics we stand to never know peace in Nigeria.
#RevolutionNow https://t.co/5EdQ9Dh4vr"
433,19/07/2021 07:06,"Lacey, Washington","@ESPN_WomenHoop Update:  Actually, 11 American born players saw minutes for Nigeria today plus American-raised UK n… https://t.co/KfLXQcpMGc"
434,19/07/2021 07:06,"Abuja, Nigeria. ","Just posted a video @ Abuja, Nigeria https://t.co/5s8pJZUZm6"
435,19/07/2021 07:06,Nigeria,#ICYMI: Emir suspends Kano village head for selling land to herders | The Guardian Nigeria News - Nigeria and World… https://t.co/Ogg9u49mqY
436,19/07/2021 07:06,"Dar es Salaam, Tanzania",Nigeria's security crises - five different threats https://t.co/As8E4A7pk5
437,19/07/2021 07:06,,"@nbbfonline @E_Williams_1 TEAM NIGERIA WOKE UP FEELINGS DANGEROUS TODAY🥶🥶🥵🥵😈😈:

OUTSCORED BY 31 POINTS👺

SHOT 22-72… https://t.co/xx9NKU3lhL"
438,19/07/2021 07:05,Africa ,@DtigressNG What would Nigeria do without the Igbo's?
439,19/07/2021 07:05,"Awka, Nigeria",@OmoIyaLati001 @ahmedtaofik @buchi_beluchi @stainlez1 @UthmanTochukwu I wouldn't want us to discuss Christianity an… https://t.co/q6eTgeUBSL
440,19/07/2021 07:05,,"Is a new week &amp; new day. God pls help us exterminate the reign of tyranny in Nigeria, either by fire 🔥 or by thunde… https://t.co/H14udDqOmB"
441,19/07/2021 07:05,On God,@OJMATINEE Na only God fit save Nigeria
442,19/07/2021 07:05,,@OJMATINEE Nigeria will save Nigeria
443,19/07/2021 07:05,"Lagos, Nigeria","‘Nnamdi Kanu didn’t jump bail, will prove how FG made him flee Nigeria’ – Lawyer, Ejimakor https://t.co/csWA6B8iSR"
444,19/07/2021 07:05,,Chukuku: FCT community where frying of Akara is forbidden https://t.co/3OSEVABh7T
445,19/07/2021 07:05,,#Nigeria - Homicide In Epidemic Proportions #Health https://t.co/TstK6wV7id https://t.co/S6IxDqaSk8
446,19/07/2021 07:05,My HEAD,"Wake up Nigeria, the battle is between the masses and the devilish rulling-class, and not party  lines. https://t.co/sYQOgYhNjB"
447,19/07/2021 07:05,,"#Nigeria
IS media (ISWAP) confirmed that its members in Nigeria attacked a position of militias loyal to the Nigeri… https://t.co/wiWro7wiB2"
448,19/07/2021 07:05,,MAZI NNAMDI KANU MUST BE FREED  FROM THE HANDS OF NIGERIA AND BRITISH GOVERNMENTS. https://t.co/SIF7MswK9v
449,19/07/2021 07:05,Royal Palace ,I found a book where @YeyeOlokun explains the solution and as if she knew what happened and was telling me a way ou… https://t.co/oncOujtqSQ
450,19/07/2021 07:05,Dubai UAE,@iam_deson @galadanci9 @codeninja20 @joshezeh @daniel_ceezar @mcgeorge007 @VictorEjikeme4 @UthmanTochukwu Travel ou… https://t.co/qj5TfX9cVr
451,19/07/2021 07:05,Royal Palace ,"I got home, locked the door and all I was thinking was 
“Will Nigeria ever be great again? Who can save Nigeria? Wh… https://t.co/aVKDYXoOPl"
452,19/07/2021 07:05,"Amsterdam, The Netherlands","Cryptocurrencies are taking the developing world by storm, with more users now in Nigeria than in the US - 2 expert… https://t.co/7nFgfBFj79"
453,19/07/2021 07:05,Nigeria,"@CodingBeee Hello Spencer.
Nice to connect with you.
I'm Chukwunonso from Port Harcourt, Nigeria."
454,19/07/2021 07:04,United States,For Nigeria government to seek for loan from our own Cubana shows that Nigeria cannot survive without Igbos.
455,19/07/2021 07:04,,@OJMATINEE Nigeria really need saving
456,19/07/2021 07:04,Dm,@OJMATINEE Help save Nigeria
457,19/07/2021 07:04,,@OJMATINEE Save Nigeria
458,19/07/2021 07:04,Rome,"I love this picture of @EricaNlewedim because it was the day ""the Bling Bling Sparkle Queen of Swarovski Nigeria"" w… https://t.co/20guxDeSm5"
459,19/07/2021 07:04,"Lagos, Nigeria","@instablog9ja Hello! While you’re here, Please I write professional CVs and cover letters  with excellent templates… https://t.co/WcCJPJWo14"
460,19/07/2021 07:04,"Cape Town, South Africa","@TsuwaTHOMPSON @SineNtombi_ @Hailseven @highly_fav_g @TSUWATHOMPSON is Boko Haram not Nigerian men sir ?

Is it saf… https://t.co/ekuT1Iovtr"
461,19/07/2021 07:04,Worldwide,Zamfara: Bandits kill 13 policemen https://t.co/l431xUo1DV via @todayng
462,19/07/2021 07:04,Worldwide,Betsy Obaseki leads Edo women to pray for peace in Nigeria https://t.co/SgAuhd1baq via @todayng
463,19/07/2021 07:04,Worldwide,Foundation donates 10% profit to educate disadvantaged children https://t.co/mGFGEHPSJQ via @todayng
464,19/07/2021 07:04,"Abuja, Maiduguri Nigeria",Both INEC and telecommunication companies have contradicted the National Assembly and insist that INCE has the capa… https://t.co/t9YoGFoGRd
465,19/07/2021 07:04,Worldwide,NAFDAC warns against use of unverified coronavirus herbal medicine https://t.co/lDX4O8kQEd via @todayng
466,19/07/2021 07:04,"Victoria Island, Nigeria","When it's comes to civilization the southern Nigeria embrace it, while the Northern part preach it's against their… https://t.co/iY3RMXXNgj"
467,19/07/2021 07:04,........,met with Pfizer to ensure Nigeria gets covid vaccine and so far; 41million vaccines have been received and Nigeria… https://t.co/j1YPtK01LK
468,19/07/2021 07:04,Worldwide,"13 policemen, two residents killed in Zamfara https://t.co/vQKJCCHQ2l via @todayng"
469,19/07/2021 07:04,,Nigeria: FIFA Plans to Reduce Football Matches From 90 to 60 Minutes https://t.co/sbIsLs0aOR
470,19/07/2021 07:04,Worldwide,Rivers governor: Law school in Port Harcourt will be the best in Nigeria https://t.co/tkyya6OTAx via @todayng
471,19/07/2021 07:04,Worldwide,"FRSC to clamp down on driver’s license violators, vehicles without speed limiting devices https://t.co/w431jmbZTq via @todayng"
472,19/07/2021 07:04,Worldwide,Ogun governor renames Tai Solarin College of Education after Oba Adetona https://t.co/H4omMJvjFm via @todayng
473,19/07/2021 07:04,Worldwide,Traditional council urges Oyo governor to adopt multi-dimensional approach to tackle insecurity https://t.co/mlWuBMjkjz via @todayng
474,19/07/2021 07:04,Africa,Nigeria’s Inflation Rate declines to 17.75% https://t.co/twBCBSG9IT
475,19/07/2021 07:04,London - UK,"Bandits shoot 13 policemen dead in Zamfara, Matawalle devastated https://t.co/Cqr2GRp4ur  #Nigeria #NigeriaNews https://t.co/FMUeHW8vJC"
476,19/07/2021 07:04,YORUBA YOUTH COUNCIL,Me and my village people waiting to board Nigeria Air at Baba Kabiru's Ido international airport ✌🏾 https://t.co/OvvoDGkmrL
477,19/07/2021 07:04,🤫,@KOENJIOKAKEN @IsmailAdeshin11 @IpobVikaspuri @jimmyvikc Nigeria
478,19/07/2021 07:04,,NAFDAC warns against use of unverified coronavirus herbal medicine https://t.co/oLPbSCrFjG
479,19/07/2021 07:04,Lagos.Nigeria,"@GazetteNGR Bagudu just advised Nigerians not to be apprehensive about bandits and in the same breath, Matawalle is… https://t.co/xkJCpeuZ7I"
480,19/07/2021 07:03,,Those accusing igbos of not helping themselves are liars. No tribe in Nigeria help each other more than igbos. You… https://t.co/llZxKuhohx
481,19/07/2021 07:03,,@OJMATINEE Nigeria can save itself.
482,19/07/2021 07:03,China,More people use #Bitcoin in Nigeria 🇳🇬 than they do in the United States.
483,19/07/2021 07:03,Jungle,@DailyPostNGR These police they are killing must be different from the ones that show force on protesters who demand a better Nigeria.
484,19/07/2021 07:03,Bikini Bottom,"Everyone, follow @theonly1acre for orisirisi gbankongbi hot hot happenings jakejado orileede Nigeria."
485,19/07/2021 07:03,Nigeria,Nigeria's security crises - five different threats https://t.co/p7MiEz1Aun
486,19/07/2021 07:03,,"What a World:
Ngr freed 1009 BokoHaram Terrorists, Abducted and torturing
#MaziNnamdiKanu assisted by… https://t.co/NWjxXsRnz7"
487,19/07/2021 07:03,N 6°37' 0'' / E 3°21' 0'',"Let's be precise, Club administrators, The LMC and the Nigeria Referees Association. https://t.co/H3uvtXhmzb"
488,19/07/2021 07:03,Not in Nigeria,@THISDAYLIVE President Muhammadu Buhari's doctor is in London. What's more disappointing to Nigeria? Some of world'… https://t.co/k7CjtMF1z7
489,19/07/2021 07:03,Heaven,Nigeria should as a matter of urgency apologise publicly to Ndigbo for the genocide committed against them and is s… https://t.co/WWgYtkBSy1
490,19/07/2021 07:03,Germany / Great Britain,Taiwo Awoniyi: Could The Nigeria Striker Be An Option For Liverpool? https://t.co/cwqoEKpcYy https://t.co/ohy9ldHP6x
491,19/07/2021 07:03,"Manchester, England","@MNwanso @FinPlanKaluAja1 We all know how shitty his noodles were when he wanted to try his hands at that lol, in a… https://t.co/dOj7Ol8f7h"
492,19/07/2021 07:03,,Zamfara: Bandits kill 13 policemen https://t.co/wDZRXMSpph via @todayng
493,19/07/2021 07:03,"Lagos, Nigeria","As long as politics remains a general route to politics we stand to never know peace in Nigeria.
#RevolutionNow https://t.co/Y05rMLZSPP"
494,19/07/2021 07:03,"England, United Kingdom","It was this week 3 years ago that Bashir Ahmad, Apc and The Buhari government decided to rip off Nigeria with anoth… https://t.co/6Bv19Vteid"
495,19/07/2021 07:02,Lagos,I’ve three houses in Nigeria and one in Spain — BBNaija’s Ka3na list her achievements https://t.co/PWtZpmdrdl https://t.co/v4nAAJWp4L
496,19/07/2021 07:02,,"@PGATOUR @NBA Here in #NIGERIA that's witchcraft. Oh my Goodooo, chinekewo."
497,19/07/2021 07:02,"Okemesi, Nigeria",Why have police men not been following the constitution of the federal republic of Nigeria? Is it because Nigeria i… https://t.co/HWp1vJJiCu
498,19/07/2021 07:02,"Okemesi, Nigeria","Let try to chip in our perceptions and proffer solutions to this questions 

What do you think are the reasons why… https://t.co/K4H1DOdm23"
499,19/07/2021 07:02,"Okemesi, Nigeria","Purpose of this tweet is to : 

To analyze the public image of Nigeria police force

To know some media and method… https://t.co/CHlh5mZuvt"
,Date Created,location,Tweet
0,19/07/2021 07:45,"Nigeria, Africa.","The controversy around the Electoral Bill 2021 will reverberate for a long time.
While I support the deployment of… https://t.co/MxrRY2TXdP"
1,19/07/2021 07:44,"Lagos, Nigeria","Okri won the Booker Prize for his novel The Famished Road (1991), the story of Azaro, an abiku (“spirit child”), an… https://t.co/qNUdPI3xK1"
2,19/07/2021 07:43,London - UK,Kaduna: Kidnappers free one Bethel Baptist High school student on health ground https://t.co/MdIGYAGxtd  #Nigeria… https://t.co/OB4sd3xat3
3,19/07/2021 07:43,London - UK,Eid-el-Kabir: JNI applauds Muslims worldwide https://t.co/Hdhx9GSdrw  #Nigeria #NigeriaNews https://t.co/Fv4N6gbDQQ
4,19/07/2021 07:41,,"Thread on #Dangote and his refinery project. 

#Nigeria can kill anything, however resilient. That may eventually i… https://t.co/QiokJb2kei"
5,19/07/2021 07:41,"Abuja, Nigeria","#zenaria
Tiv to the world
#music #culture #reggaeton #dance #benue #nigeria #tiv #tivpeople #africa #africamusic… https://t.co/TeHZw8ODGd"
6,19/07/2021 07:41,,Covid-19 Infections Surge As Ncdc Logs 203 Cases In Six States - 186 In #Lagos #Nigeria #Health… https://t.co/VfTsWhwJUm
7,19/07/2021 07:40,London - UK,"There’s a shortage like we’ve never seen before because of security crisis, Eid ram sellers lament… https://t.co/iIv4MOArmB"
8,19/07/2021 07:39,,#penresatv in collaboration with @cnbcafrica is conducting a series of interviews to highlight #Nigeria.… https://t.co/NyRMedt7iy
9,19/07/2021 07:38,Lagos,"Everybody get watin Dey border am, don’t let anybody to oppress you or make you look worthless 🙏 #Nigeria #MondayMotivation #TableShaker"
10,19/07/2021 07:36,"Lagos, Nigeria","#Nigeria falls to #US in women’s #basketball tune-up

https://t.co/O7GGDSGNZ7

#ESPN #DTigers #Nigeria… https://t.co/cxB1MwY5nJ"
11,19/07/2021 07:36,,@AltcoinDailyio You could talk about $DVPN @Sentinel_co and how it's helping users access the internet in a trusted… https://t.co/OUlhsZxlKV
12,19/07/2021 07:36,Lagos - Nigeria,"Basketball: US female team beats Nigeria’s D’Tigress 93-62

#US | #Nigeria | #DTigress | #DearErica

https://t.co/Q7vTlVrvxR"
13,19/07/2021 07:34,"Lagos, Nigeria","""#FG denies asking #ObiCubana to loan #Nigeria money

https://t.co/ZjnZ5OmBii

#obaanambra #cubanachiefpriest… https://t.co/Lr5Wrn3MEd"
14,19/07/2021 07:34,,"🚀ELONPEG🚀

🚀Complete:
🚀Audits
🚀Liquidity Locked
🚀BurnUponTweet (44% Supply Burned)
🚀Auto Burn Reports
🚀Patent Pendi… https://t.co/finHLZHloM"
15,19/07/2021 07:33,,"🚀ELONPEG🚀

🚀Complete:
🚀Audits
🚀Liquidity Locked
🚀BurnUponTweet (44% Supply Burned)
🚀Auto Burn Reports
🚀Patent Pendi… https://t.co/PA4GAAte0f"
16,19/07/2021 07:33,"Lagos, Nigeria","#COVID19: Why we’re yet to approve herbal medicine – #NAFDAC

https://t.co/8hyX66ecyr

#Covid19UK #covidnsw… https://t.co/AZ1xobWckp"
17,19/07/2021 07:30,Africa,"Over 800 Roads, Bridges Projects Ongoing Nationwide, Says Nigerian Govt @vanguardngrnews: https://t.co/ElVobiAI9K… https://t.co/BOeDFR9FZw"
18,19/07/2021 07:27,,"Ayra Starr - Away
https://t.co/ZuUQvwEVYN
 #2021 #Nigéria #Musique #RB #Vidéo #afro #africa #afrique #video #clip… https://t.co/3P37f4t0yV"
19,19/07/2021 07:27,,"Greetings Guy's.

Anyone seeing these tweet Comment down blow Or DM.
Let me invite you to Pi network. It's a digita… https://t.co/ejYRGT8rOg"
20,19/07/2021 07:27,London - UK,NSCDC to train journalists in Ondo on security consciousness https://t.co/8I3VhrFy9c  #Nigeria #NigeriaNews https://t.co/7Vf6OEuKFT
21,19/07/2021 07:26,Kigali-Rwanda,Gunmen have abducted at least 60 people in north-western #Nigeria after raiding five villages. https://t.co/6no1oK0OFa
22,19/07/2021 07:25,Al Hilal - C Ring Road,"Thirteen policemen were killed in an ambush by cattle thieves in northwest #Nigeria's #Zamfara state, in the latest… https://t.co/HfByBC7AdE"
23,19/07/2021 07:25,London - UK,Security: NSCDC to train journalists in Ondo https://t.co/Olecm410FE  #Nigeria #NigeriaNews https://t.co/TpaqrjACCC
24,19/07/2021 07:22,London & Wales,A deep dive into the activities of PoS agents in #Nigeria. https://t.co/GZq89QR6MX #sendit.money #fintech #payment https://t.co/UC9i95YK6n
25,19/07/2021 07:22,Nigeria,"APC releases timetable for ward congresses #Nigeria, #News https://t.co/dbfW4oikLK"
26,19/07/2021 07:21,London - UK,"Stop further ‘persecution, witch-hunting of Orji Uzor Kalu’ – Ohanaeze youths to EFCC https://t.co/XJDFOgqLZE… https://t.co/FFfyU0yewi"
27,19/07/2021 07:19,London - UK,Buhari directs 7 North-West governors to end banditry https://t.co/LcoyjnzmSj  #Nigeria #NigeriaNews https://t.co/qderZXr9ni
28,19/07/2021 07:19,Canada,"TOKYO OLYMPICS TEAM NIGERIA..

Know the Nigerian Olympians at Tokyo Olympics. 

Goodluck to #teamnigeria… https://t.co/NdnsHqkn1R"
29,19/07/2021 07:18,"Clifton, NJ","There's a need for every citizen to rise up and make sure they perform their civic duties.
There cannot be an excus… https://t.co/JpdinP3jwT"
30,19/07/2021 07:16,Australia,"New #UK scheme to drive trade with developing countries 
https://t.co/SbFxQLlaRP
#Bangladesh #British #Canada #EU… https://t.co/5vo4n0lNym"
31,19/07/2021 07:15,London - UK,APC Congress: Lawmaker warns against imposing delegates in Sokoto https://t.co/qSnCjFjrUa  #Nigeria #NigeriaNews https://t.co/XQAC4vtttj
32,19/07/2021 07:14,London - UK,Eid-el-Kabir: Nigerian army remains focused in tackling security challenges – COAS https://t.co/Kqekukf3IB… https://t.co/m8HFV9VRdX
33,19/07/2021 07:14,"Akobo Road, Ibadan Nigeria","Inverter Battery Replacements? 
Choose INDEX NXT: premium+ quality 💪
Made in India 🇮🇳
•Requires no water topping
•4… https://t.co/t20vJyeLeQ"
34,19/07/2021 07:14,Nigeria,"Leo #Messi overtakes #CR7 🔥🔥🔥

🎯 The most liked instagram sports photo 
🎯 Over 20 million likes👍

Now who is the re… https://t.co/BFZE0VoF51"
35,19/07/2021 07:12,,@ninafx_ I'm making some bags💰from @Sentinel_co wherr Users can earn rewards in exchange for delegatng thier Sentin… https://t.co/Pv0YMbqtB5
36,19/07/2021 07:11,United Kingdom,It's the oil. It has always been about the oil. That's what 1967 and the demonisation of the Igbos by @BBC was abou… https://t.co/xmHqxTszcv
37,19/07/2021 07:09,,"#Nigeria
IS Media (ISWAP) confirmed that its members in Nigeria targeted members of the Nigerian army near the town… https://t.co/4wG8Lg6bKi"
38,19/07/2021 07:09,Nigeria,"Matawalle: I’m okay with single term , fingers ex-Sokoto gov for plot to remove him #Nigeria, #News https://t.co/qTARTcVtSG"
39,19/07/2021 07:08,,"#Nigeria
IS media (ISWAP) confirmed that its members in Nigeria attacked a position of militia loyal to the Nigeria… https://t.co/XaH0yc6hy7"
40,19/07/2021 07:07,London - UK,"Banditry: Katsina Police foil kidnap attempt, rescue victim https://t.co/Xbgb9rNTk4  #Nigeria #NigeriaNews https://t.co/H5MN58trLl"
41,19/07/2021 07:06,,"#Nigeria
IS media (ISWAP) published pictures showing part of what happened in their latest attack on Damasak   town… https://t.co/liMUlz6Hh8"
42,19/07/2021 07:05,,#Nigeria - Homicide In Epidemic Proportions #Health https://t.co/TstK6wV7id https://t.co/S6IxDqaSk8
43,19/07/2021 07:05,,"#Nigeria
IS media (ISWAP) confirmed that its members in Nigeria attacked a position of militias loyal to the Nigeri… https://t.co/wiWro7wiB2"
44,19/07/2021 07:04,London - UK,"Bandits shoot 13 policemen dead in Zamfara, Matawalle devastated https://t.co/Cqr2GRp4ur  #Nigeria #NigeriaNews https://t.co/FMUeHW8vJC"
45,19/07/2021 07:04,Lagos.Nigeria,"@GazetteNGR Bagudu just advised Nigerians not to be apprehensive about bandits and in the same breath, Matawalle is… https://t.co/xkJCpeuZ7I"
